"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992519","1.4.46.2","7583","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992280","1.4.47.1","8011650","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992520","1.4.47.2","16474","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992281","1.4.48.1","6102782","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992521","1.4.48.2","13026","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992282","1.4.49.1","6329595","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992522","1.4.49.2","15810","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992283","1.4.50.1","198118","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992523","1.4.50.2","345","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992284","1.4.51.1","382464","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992524","1.4.51.2","1509","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992285","1.4.52.1","184027","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992525","1.4.52.2","743","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992286","1.4.53.1","86518","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992526","1.4.53.2","318","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992287","1.4.54.1","31226","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992527","1.4.54.2","114","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992288","1.4.55.1","80692","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992528","1.4.55.2","334","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992289","1.4.56.1","296426","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992529","1.4.56.2","549","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992290","1.4.57.1","88481","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992530","1.4.57.2","224","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992291","1.4.58.1","69577","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992531","1.4.58.2","136","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992292","1.4.59.1","11202","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992532","1.4.59.2","31","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992293","1.4.60.1","127167","","","","0"
"2025-04","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992533","1.4.60.2","158","","","","0"
"2025-04","Canada","2021A000011124","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675047521","1.5.1.1","122229917","","","","0"
"2025-04","Newfoundland and Labrador","2021A000210","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675042721","2.1.1.1","2163834","","","","0"
"2025-04","Newfoundland and Labrador","2021A000210","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675042781","2.2.1.1","855250","","","","0"
"2025-04","Newfoundland and Labrador","2021A000210","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675047641","2.5.1.1","1308584","","","","0"
"2025-04","Prince Edward Island","2021A000211","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675043201","3.1.1.1","1147866","","","","0"
"2025-04","Prince Edward Island","2021A000211","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675043261","3.2.1.1","696277","","","","0"
"2025-04","Prince Edward Island","2021A000211","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675047761","3.5.1.1","451589","","","","0"
"2025-04","Nova Scotia","2021A000212","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675043681","4.1.1.1","3848346","","","","0"
"2025-04","Nova Scotia","2021A000212","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675043741","4.2.1.1","1481238","","","","0"
"2025-04","Nova Scotia","2021A000212","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675047881","4.5.1.1","2367108","","","","0"
"2025-04","New Brunswick","2021A000213","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675044161","5.1.1.1","2047110","","","","0"
"2025-04","New Brunswick","2021A000213","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675044221","5.2.1.1","714112","","","","0"
"2025-04","New Brunswick","2021A000213","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048001","5.5.1.1","1332998","","","","0"
"2025-04","Quebec","2021A000224","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675044641","6.1.1.1","150723765","","","","0"
"2025-04","Quebec","2021A000224","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675044701","6.2.1.1","140284091","","","","0"
"2025-04","Quebec","2021A000224","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048121","6.5.1.1","10439675","","","","0"
"2025-04","Ontario","2021A000235","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675045121","7.1.1.1","116956264","","","","0"
"2025-04","Ontario","2021A000235","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675045181","7.2.1.1","46060913","","","","0"
"2025-04","Ontario","2021A000235","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048241","7.5.1.1","70895351","","","","0"
"2025-04","Manitoba","2021A000246","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675045601","8.1.1.1","22857504","","","","0"
"2025-04","Manitoba","2021A000246","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675045661","8.2.1.1","20494907","","","","0"
"2025-04","Manitoba","2021A000246","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048361","8.5.1.1","2362597","","","","0"
"2025-04","Saskatchewan","2021A000247","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675046081","9.1.1.1","6545447","","","","0"
"2025-04","Saskatchewan","2021A000247","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675046141","9.2.1.1","4440246","","","","0"
"2025-04","Saskatchewan","2021A000247","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048481","9.5.1.1","2105201","","","","0"
"2025-04","Alberta","2021A000248","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675046561","10.1.1.1","29499248","","","","0"
"2025-04","Alberta","2021A000248","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675046621","10.2.1.1","14140286","","","","0"
"2025-04","Alberta","2021A000248","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048601","10.5.1.1","15358962","","","","0"
"2025-04","British Columbia and Territories","","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675047041","11.1.1.1","74089152","","","","0"
"2025-04","British Columbia and Territories","","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675047101","11.2.1.1","58481299","","","","0"
"2025-04","British Columbia and Territories","","Mortgage Investment Entities and Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1675048721","11.5.1.1","15607853","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992054","1.1.1.1","413617320","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992294","1.1.1.2","1838693","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992055","1.1.2.1","135906248","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992295","1.1.2.2","516973","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992056","1.1.3.1","277711071","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992296","1.1.3.2","1321720","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992057","1.1.4.1","135906248","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992297","1.1.4.2","516973","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","5 years of less, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992058","1.1.5.1","1955710","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","5 years of less, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992298","1.1.5.2","19943","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992059","1.1.6.1","3887866","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992299","1.1.6.2","34265","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992060","1.1.7.1","13897412","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992300","1.1.7.2","80540","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992061","1.1.8.1","33655658","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992301","1.1.8.2","144007","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992062","1.1.9.1","82150989","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992302","1.1.9.2","237289","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992063","1.1.10.1","358613","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992303","1.1.10.2","929","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992064","1.1.11.1","277711071","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992304","1.1.11.2","1321720","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","5 years of less, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992065","1.1.12.1","10205055","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","5 years of less, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992305","1.1.12.2","129642","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992066","1.1.13.1","9885730","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992306","1.1.13.2","133109","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992067","1.1.14.1","20513094","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992307","1.1.14.2","165262","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992068","1.1.15.1","43459237","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992308","1.1.15.2","244041","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992069","1.1.16.1","185158141","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992309","1.1.16.2","613035","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992070","1.1.17.1","8489814","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992310","1.1.17.2","36631","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992071","1.1.18.1","135906248","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992311","1.1.18.2","516973","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","30% or less, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992072","1.1.19.1","29210745","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","30% or less, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992312","1.1.19.2","139309","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992073","1.1.20.1","25674799","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992313","1.1.20.2","100652","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992074","1.1.21.1","38690245","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992314","1.1.21.2","139628","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992075","1.1.22.1","35417874","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992315","1.1.22.2","115700","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992076","1.1.23.1","4639457","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992316","1.1.23.2","13156","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992077","1.1.24.1","439251","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992317","1.1.24.2","1962","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992078","1.1.25.1","252776","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992318","1.1.25.2","1250","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992079","1.1.26.1","1581100","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992319","1.1.26.2","5316","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992080","1.1.27.1","277711071","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992320","1.1.27.2","1321720","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","30% or less, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992081","1.1.28.1","80231068","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","30% or less, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992321","1.1.28.2","479565","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992082","1.1.29.1","46817011","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992322","1.1.29.2","239205","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992083","1.1.30.1","61769163","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992323","1.1.30.2","271793","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992084","1.1.31.1","53737116","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992324","1.1.31.2","198314","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992085","1.1.32.1","15701673","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992325","1.1.32.2","58496","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992086","1.1.33.1","5424445","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992326","1.1.33.2","22110","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992087","1.1.34.1","3294438","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992327","1.1.34.2","14004","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992088","1.1.35.1","10736157","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992328","1.1.35.2","38233","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992089","1.1.36.1","135906248","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992329","1.1.36.2","516973","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","65% or less, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992090","1.1.37.1","43458277","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","65% or less, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992330","1.1.37.2","227888","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992091","1.1.38.1","14967386","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992331","1.1.38.2","55609","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992092","1.1.39.1","12732228","","","","0"
"2025-07","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992332","1.1.39.2","42205","","","","0"
